+------+--------------------+-------------+---------------+
| Rank |     Drug Name      | Target Name | Binding Score |
| 1889 | Cannabistilbene I  |    P01375   |      4.47     |
| 1890 |     Hesperetin     |    B5A951   |      4.47     |
| 1891 |     Hesperetin     |    B5A931   |      4.47     |
| 1892 |    Cannflavin A    |    Q9HAT2   |      4.47     |
| 1893 |     Canniprene     |    Q6Q5X5   |      4.47     |
| 1894 | Cannabistilbene I  |    Q01201   |      4.47     |
| 1895 |    Cannflavin C    |    P21709   |      4.46     |
| 1896 |    Cannflavin C    |    Q9H015   |      4.46     |
| 1897 |     Hesperetin     |    Q9H015   |      4.46     |
| 1898 |    Cannflavin C    |    B5A939   |      4.46     |
| 1899 |     Hesperetin     |    B5A933   |      4.46     |
| 1900 | 6-prenylnaringenin |    O75792   |      4.46     |
| 1901 | Cannabistilbene I  |    B5A939   |      4.46     |
| 1902 | Cannabistilbene I  |    Q86YJ6   |      4.46     |
| 1903 |     Hesperetin     |    P20810   |      4.46     |
| 1904 | Cannabistilbene I  |    P21709   |      4.46     |
| 1905 |    Cannflavin B    |    Q9NPA9   |      4.46     |
| 1906 |     Hesperetin     |    Q86TM6   |      4.46     |
| 1907 |     Canniprene     |    O95865   |      4.46     |
| 1908 |     Hesperetin     |    Q01201   |      4.46     |
| 1909 |     Canniprene     |    P62140   |      4.46     |
| 1910 |     Hesperetin     |    B5A960   |      4.46     |
| 1911 |    Cannflavin C    |    Q9NV23   |      4.46     |
| 1912 |     Hesperetin     |    Q92805   |      4.46     |
| 1913 | Cannabistilbene I  |    Q9NV23   |      4.46     |
| 1914 |    Cannflavin C    |    Q5VWK5   |      4.46     |
| 1915 |    Cannflavin C    |    B5A938   |      4.46     |
| 1916 | Cannabistilbene I  |    Q5VWK5   |      4.45     |
| 1917 |     Hesperetin     |    B5A924   |      4.45     |
| 1918 |    Cannflavin A    |    P62136   |      4.45     |
| 1919 |     Quercetin      |    G1UD79   |      4.45     |
| 1920 | Cannabistilbene I  |    B5A938   |      4.45     |
| 1921 |     Hesperetin     |    P40763   |      4.45     |
| 1922 |    Cannflavin C    |    Q01201   |      4.45     |
| 1923 |     Hesperetin     |    B5A937   |      4.45     |
| 1924 | 6-prenylnaringenin |    B5A942   |      4.45     |
| 1925 | 6-prenylnaringenin |    B5A961   |      4.45     |
| 1926 | Cannabistilbene I  |    Q93099   |      4.45     |
| 1927 |    Cannflavin C    |    Q9NY25   |      4.45     |
| 1928 | 6-prenylnaringenin |    Q9BV73   |      4.45     |
| 1929 | Cannabistilbene I  |    P40763   |      4.45     |
| 1930 | Cannabistilbene I  |    P18510   |      4.45     |
| 1931 |      Luteolin      |    O43734   |      4.45     |
| 1932 |     Canniprene     |    Q9HAT2   |      4.45     |
| 1933 |     Hesperetin     |    P54762   |      4.45     |
| 1934 | Cannabistilbene I  |    Q9NY25   |      4.45     |
| 1935 |    Cannflavin C    |    O15553   |      4.45     |
| 1936 |    Cannflavin B    |    P01903   |      4.45     |
| 1937 | Cannabistilbene I  |    O15553   |      4.45     |
| 1938 |     Hesperetin     |    B5A939   |      4.45     |
| 1939 |    Cannflavin C    |    Q93099   |      4.45     |
| 1940 |     Hesperetin     |    P01375   |      4.45     |
| 1941 | 6-prenylnaringenin |    Q8TCW3   |      4.44     |
| 1942 |    Cannflavin C    |    P20333   |      4.44     |
| 1943 |     Hesperetin     |    Q86YJ6   |      4.44     |
| 1944 |    Cannflavin C    |    A0N5G3   |      4.44     |
| 1945 |    Cannflavin A    |    Q32MQ0   |      4.44     |
| 1946 | Cannabistilbene I  |    A0N5G3   |      4.44     |
| 1947 |    Cannflavin C    |    P18510   |      4.44     |
| 1948 | Cannabistilbene I  |    P20333   |      4.44     |
| 1949 |     Hesperetin     |    P18510   |      4.44     |
| 1950 | 6-prenylnaringenin |    B5A940   |      4.44     |
| 1951 | 6-prenylnaringenin |    O75339   |      4.44     |
| 1952 |     Hesperetin     |    P21709   |      4.44     |
| 1953 |     Hesperetin     |    Q9NV23   |      4.44     |
| 1954 | Cannabistilbene I  |    Q12884   |      4.44     |
| 1955 |    Cannflavin C    |    O14802   |      4.44     |
| 1956 |    Cannflavin C    |    Q14765   |      4.44     |
| 1957 |     Hesperetin     |    B5A938   |      4.44     |
| 1958 |     Hesperetin     |    Q5VWK5   |      4.44     |
| 1959 |    Cannflavin C    |    Q12841   |      4.44     |
| 1960 | Cannabistilbene I  |    O14802   |      4.44     |
| 1961 | 6-prenylnaringenin |    P14780   |      4.44     |
| 1962 | Cannabistilbene I  |    Q14765   |      4.44     |
| 1963 |     Hesperetin     |    Q93099   |      4.44     |
| 1964 |    Cannflavin C    |    Q8IUL8   |      4.44     |
| 1965 | Cannabistilbene I  |    Q8IUL8   |      4.44     |
| 1966 |    Cannflavin B    |    O95865   |      4.44     |
| 1967 | 6-prenylnaringenin |    O14879   |      4.43     |
| 1968 | 6-prenylnaringenin |    P02794   |      4.43     |
| 1969 |     Canniprene     |    P62136   |      4.43     |
| 1970 |    Cannflavin B    |    Q9HAT2   |      4.43     |
| 1971 |     Hesperetin     |    Q9NY25   |      4.43     |
| 1972 |     Hesperetin     |    O15553   |      4.43     |
| 1973 |     Hesperetin     |    Q12884   |      4.43     |
| 1974 |    Cannflavin C    |    P50281   |      4.43     |
| 1975 |    Cannflavin C    |    P40763   |      4.43     |
| 1976 | Cannabistilbene I  |    Q12841   |      4.43     |
| 1977 | Cannabistilbene I  |    P50281   |      4.43     |
| 1978 | 6-prenylnaringenin |    O43586   |      4.43     |
| 1979 |    Cannflavin C    |    B5A941   |      4.43     |
| 1980 | Cannabistilbene I  |    B5A941   |      4.43     |
| 1981 |    Cannflavin C    |    K4RH61   |      4.43     |
| 1982 |     Hesperetin     |    A0N5G3   |      4.43     |
| 1983 | Cannabistilbene I  |    K4RH61   |      4.43     |
| 1984 |     Hesperetin     |    P20333   |      4.43     |
| 1985 |    Cannflavin A    |    O43734   |      4.43     |
| 1986 |     Canniprene     |    Q32MQ0   |      4.42     |
| 1987 | 6-prenylnaringenin |    Q8TCW4   |      4.42     |
| 1988 |    Cannflavin C    |    P54760   |      4.42     |
| 1989 |    Cannflavin B    |    Q6Q5X5   |      4.42     |
| 1990 |    Cannflavin C    |    Q12884   |      4.42     |
| 1991 |     Hesperetin     |    Q14765   |      4.42     |
| 1992 |    Cannflavin B    |    P36873   |      4.42     |
| 1993 |     Hesperetin     |    O14802   |      4.42     |
| 1994 |     Hesperetin     |    Q8IUL8   |      4.42     |
| 1995 | 6-prenylnaringenin |    P02766   |      4.42     |
| 1996 | Cannabistilbene I  |    Q92743   |      4.42     |
| 1997 |    Cannflavin C    |    Q92743   |      4.42     |
| 1998 |    Cannflavin C    |    B5A959   |      4.42     |
| 1999 |    Cannflavin B    |    P62140   |      4.42     |
| 2000 | Cannabistilbene I  |    B5A959   |      4.42     |
| 2001 | 6-prenylnaringenin |    Q29980   |      4.42     |
| 2002 | 6-prenylnaringenin |    P31994   |      4.42     |
| 2003 |    Cannflavin C    |    Q08334   |      4.42     |
| 2004 |    Cannflavin C    |    P55085   |      4.42     |
| 2005 | Cannabistilbene I  |    Q08334   |      4.42     |
| 2006 | Cannabistilbene I  |    P50454   |      4.41     |
| 2007 |    Cannflavin C    |    P05109   |      4.41     |
| 2008 |      Luteolin      |    G1UD79   |      4.41     |
| 2009 | 6-prenylnaringenin |    Q96GV9   |      4.41     |
| 2010 |    Cannflavin B    |    Q32MQ0   |      4.41     |
| 2011 | Cannabistilbene I  |    Q9HB29   |      4.41     |
| 2012 |     Hesperetin     |    P50281   |      4.41     |
| 2013 |     Hesperetin     |    B5A941   |      4.41     |
| 2014 |    Cannflavin C    |    P09326   |      4.41     |
| 2015 | Cannabistilbene I  |    P09326   |      4.41     |
| 2016 | Cannabistilbene I  |    P55085   |      4.41     |
| 2017 |     Hesperetin     |    Q12841   |      4.41     |
| 2018 |    Cannflavin C    |    Q9BYX4   |      4.41     |
| 2019 |     Hesperetin     |    K4RH61   |      4.41     |
| 2020 |     Hesperetin     |    P50454   |      4.41     |
| 2021 | Cannabistilbene I  |    Q9BYX4   |      4.41     |
| 2022 |     Canniprene     |    O43734   |      4.41     |
| 2023 |    Cannflavin C    |    P11021   |      4.41     |
| 2024 | Cannabistilbene I  |    P05109   |      4.41     |
| 2025 | Cannabistilbene I  |    P11021   |      4.41     |
| 2026 |    Cannflavin C    |    Q9HB29   |      4.40     |
| 2027 |    Cannflavin C    |    P50454   |      4.40     |
| 2028 | 6-prenylnaringenin |    Q9NZH6   |      4.40     |
| 2029 |    Cannflavin C    |    B5A943   |      4.40     |
| 2030 |    Cannflavin C    |    Q9NSU2   |      4.40     |
| 2031 |     Hesperetin     |    Q92743   |      4.40     |
| 2032 | Cannabistilbene I  |    B5A943   |      4.40     |
| 2033 |     Hesperetin     |    Q9HB29   |      4.40     |
| 2034 | Cannabistilbene I  |    P54760   |      4.40     |
| 2035 |     Hesperetin     |    B5A959   |      4.40     |
| 2036 | 6-prenylnaringenin |    Q96EB6   |      4.40     |
| 2037 |    Cannflavin C    |    P14780   |      4.40     |
| 2038 |     Hesperetin     |    Q08334   |      4.40     |
| 2039 | Cannabistilbene I  |    Q9NSU2   |      4.40     |
| 2040 | Cannabistilbene I  |    Q8IV20   |      4.40     |
| 2041 |    Cannflavin C    |    Q9BUI4   |      4.40     |
| 2042 |     Hesperetin     |    P09326   |      4.40     |
| 2043 | Cannabistilbene I  |    Q9BUI4   |      4.39     |
| 2044 |    Cannflavin C    |    Q8IV20   |      4.39     |
| 2045 |    Cannflavin C    |    Q9HCJ1   |      4.39     |
| 2046 |    Cannflavin B    |    O43734   |      4.39     |
| 2047 |     Hesperetin     |    P55085   |      4.39     |
| 2048 | 6-prenylnaringenin |    Q9Y5Q3   |      4.39     |
| 2049 | Cannabistilbene I  |    Q9HCJ1   |      4.39     |
| 2050 | 6-prenylnaringenin |    Q9Y2G2   |      4.39     |
| 2051 |     Hesperetin     |    Q9BYX4   |      4.39     |
| 2052 |    Cannflavin B    |    P62136   |      4.39     |
| 2053 |    Cannflavin A    |    G1UD79   |      4.39     |
| 2054 |     Hesperetin     |    P11021   |      4.39     |
| 2055 |    Cannflavin C    |    O75792   |      4.39     |
| 2056 | Cannabistilbene I  |    O75792   |      4.39     |
| 2057 |     Hesperetin     |    P05109   |      4.39     |
| 2058 | 6-prenylnaringenin |    Q8NIA0   |      4.39     |
| 2059 |    Cannflavin C    |    B5A961   |      4.39     |
| 2060 | 6-prenylnaringenin |    B5A982   |      4.39     |
| 2061 | 6-prenylnaringenin |    P50148   |      4.39     |
| 2062 | 6-prenylnaringenin |    Q7LGC8   |      4.39     |
| 2063 |     Hesperetin     |    B5A943   |      4.39     |
| 2064 | 6-prenylnaringenin |    Q13501   |      4.39     |
| 2065 | 6-prenylnaringenin |    Q29983   |      4.38     |
| 2066 | Cannabistilbene I  |    B5A961   |      4.38     |
| 2067 |     Hesperetin     |    Q8IV20   |      4.38     |
| 2068 |     Hesperetin     |    Q9NSU2   |      4.38     |
| 2069 | 6-prenylnaringenin |    B5A958   |      4.38     |
| 2070 | 6-prenylnaringenin |    Q9Y3Z3   |      4.38     |
| 2071 |     Hesperetin     |    Q9BUI4   |      4.38     |
| 2072 |     Hesperetin     |    P54760   |      4.38     |
| 2073 | 6-prenylnaringenin |    P40189   |      4.38     |
| 2074 |     Hesperetin     |    Q9HCJ1   |      4.38     |
| 2075 |    Cannflavin C    |    B5A942   |      4.38     |
| 2076 | Cannabistilbene I  |    B5A942   |      4.38     |
| 2077 | 6-prenylnaringenin |    B5A963   |      4.38     |
| 2078 | Cannabistilbene I  |    P14780   |      4.38     |
| 2079 |     Canniprene     |    G1UD79   |      4.37     |
| 2080 | 6-prenylnaringenin |    P20963   |      4.37     |
| 2081 |     Hesperetin     |    O75792   |      4.37     |
| 2082 | 6-prenylnaringenin |    B5A962   |      4.37     |
| 2083 | Cannabistilbene I  |    O43586   |      4.37     |
| 2084 |    Cannflavin C    |    P02766   |      4.37     |
| 2085 |    Cannflavin C    |    Q8TCW3   |      4.37     |
| 2086 | 6-prenylnaringenin |    Q9UP07   |      4.37     |
| 2087 |     Hesperetin     |    B5A961   |      4.37     |
| 2088 | Cannabistilbene I  |    Q8TCW3   |      4.37     |
| 2089 |    Cannflavin C    |    B5A940   |      4.37     |
| 2090 |    Cannflavin C    |    P02794   |      4.36     |
| 2091 |    Cannflavin C    |    Q8TCW4   |      4.36     |
| 2092 | Cannabistilbene I  |    B5A940   |      4.36     |
| 2093 |     Hesperetin     |    O43586   |      4.36     |
| 2094 | Cannabistilbene I  |    P02794   |      4.36     |
| 2095 |    Cannflavin B    |    G1UD79   |      4.36     |
| 2096 | 6-prenylnaringenin |    Q99542   |      4.36     |
| 2097 | Cannabistilbene I  |    O75339   |      4.36     |
| 2098 |    Cannflavin C    |    O14879   |      4.36     |
| 2099 |     Hesperetin     |    B5A942   |      4.36     |
| 2100 | Cannabistilbene I  |    O14879   |      4.36     |
| 2101 | 6-prenylnaringenin |    Q8TDP1   |      4.36     |
| 2102 | 6-prenylnaringenin |    Q8TCW2   |      4.36     |
| 2103 | Cannabistilbene I  |    P02766   |      4.36     |
| 2104 | Cannabistilbene I  |    Q8TCW4   |      4.36     |
| 2105 | 6-prenylnaringenin |    Q9NPA9   |      4.36     |
| 2106 |    Cannflavin C    |    O75339   |      4.36     |
| 2107 | 6-prenylnaringenin |    P02747   |      4.36     |
| 2108 |    Cannflavin C    |    O43586   |      4.36     |
| 2109 | 6-prenylnaringenin |    P09429   |      4.35     |
| 2110 |     Hesperetin     |    Q8TCW3   |      4.35     |
| 2111 |     Hesperetin     |    P14780   |      4.35     |
| 2112 |     Hesperetin     |    B5A940   |      4.35     |
| 2113 |     Hesperetin     |    P02794   |      4.35     |
| 2114 |     Hesperetin     |    O75339   |      4.35     |
| 2115 |     Hesperetin     |    O14879   |      4.35     |
| 2116 | 6-prenylnaringenin |    P08253   |      4.34     |
| 2117 | Cannabistilbene I  |    Q9NZH6   |      4.34     |
| 2118 | 6-prenylnaringenin |    P78536   |      4.34     |
| 2119 | Cannabistilbene I  |    Q9BV73   |      4.34     |
| 2120 |    Cannflavin C    |    Q29980   |      4.34     |
| 2121 | Cannabistilbene I  |    P31994   |      4.34     |
| 2122 | Cannabistilbene I  |    Q29980   |      4.34     |
| 2123 |    Cannflavin C    |    P31994   |      4.34     |
| 2124 |     Hesperetin     |    Q8TCW4   |      4.34     |
| 2125 | Cannabistilbene I  |    Q96EB6   |      4.34     |
| 2126 | 6-prenylnaringenin |    B5A978   |      4.34     |
| 2127 | Cannabistilbene I  |    Q9Y5Q3   |      4.34     |
| 2128 |     Hesperetin     |    P02766   |      4.34     |
| 2129 |     Hesperetin     |    Q9NZH6   |      4.34     |
| 2130 | Cannabistilbene I  |    Q96GV9   |      4.34     |
| 2131 |    Cannflavin C    |    Q96GV9   |      4.33     |
| 2132 |    Cannflavin C    |    Q9NZH6   |      4.33     |
| 2133 |     Hesperetin     |    Q96EB6   |      4.33     |
| 2134 |     Hesperetin     |    Q9BV73   |      4.33     |
| 2135 |     Hesperetin     |    Q9Y5Q3   |      4.33     |
| 2136 | 6-prenylnaringenin |    P41240   |      4.33     |
| 2137 |    Cannflavin C    |    Q8NIA0   |      4.33     |
| 2138 |    Cannflavin C    |    B5A982   |      4.33     |
| 2139 |    Cannflavin C    |    Q96EB6   |      4.33     |
| 2140 | 6-prenylnaringenin |    Q9NZH7   |      4.33     |
| 2141 |     Hesperetin     |    P31994   |      4.33     |
| 2142 |     Hesperetin     |    Q29980   |      4.33     |
| 2143 |     Quercetin      |    Q9NZ20   |      4.33     |
| 2144 | Cannabistilbene I  |    Q7LGC8   |      4.32     |
| 2145 | Cannabistilbene I  |    Q8NIA0   |      4.32     |
| 2146 | Cannabistilbene I  |    B5A982   |      4.32     |
| 2147 |     Hesperetin     |    Q96GV9   |      4.32     |
| 2148 |    Cannflavin C    |    Q9Y5Q3   |      4.32     |
| 2149 | Cannabistilbene I  |    Q9Y2G2   |      4.32     |
| 2150 |    Cannflavin C    |    Q9Y2G2   |      4.32     |
| 2151 | Cannabistilbene I  |    Q9Y3Z3   |      4.32     |
| 2152 |    Cannflavin C    |    P08253   |      4.32     |
| 2153 | 6-prenylnaringenin |    Q9UM07   |      4.32     |
| 2154 |    Cannflavin C    |    Q9BV73   |      4.32     |
| 2155 |     Hesperetin     |    Q7LGC8   |      4.31     |
| 2156 | Cannabistilbene I  |    Q13501   |      4.31     |
| 2157 | Cannabistilbene I  |    P50148   |      4.31     |
| 2158 | Cannabistilbene I  |    P20963   |      4.31     |
| 2159 | 6-prenylnaringenin |    Q8TD31   |      4.31     |
| 2160 |     Hesperetin     |    Q9Y3Z3   |      4.31     |
| 2161 |    Cannflavin C    |    P50148   |      4.31     |
| 2162 |    Cannflavin C    |    B5A963   |      4.31     |
| 2163 | Cannabistilbene I  |    B5A963   |      4.31     |
| 2164 | Cannabistilbene I  |    B5A958   |      4.31     |
| 2165 |     Hesperetin     |    Q8NIA0   |      4.31     |
| 2166 |    Cannflavin C    |    Q13501   |      4.31     |
| 2167 | 6-prenylnaringenin |  A0A1Q2XD95 |      4.31     |
| 2168 |     Hesperetin     |    B5A982   |      4.31     |
| 2169 | Cannabistilbene I  |    Q29983   |      4.31     |
| 2170 |    Cannflavin C    |    Q7LGC8   |      4.31     |
| 2171 |    Cannflavin C    |    P20963   |      4.31     |
| 2172 | 6-prenylnaringenin |    B5A980   |      4.30     |
| 2173 | Cannabistilbene I  |    P40189   |      4.30     |
| 2174 |     Hesperetin     |    Q9Y2G2   |      4.30     |
| 2175 |     Hesperetin     |    P20963   |      4.30     |
| 2176 |    Cannflavin C    |    B5A958   |      4.30     |
| 2177 | 6-prenylnaringenin |  A0A1Q2XDC9 |      4.30     |
| 2178 | 6-prenylnaringenin |    Q9HAT2   |      4.30     |
| 2179 | 6-prenylnaringenin |    Q9Y2R2   |      4.30     |
| 2180 |     Hesperetin     |    Q13501   |      4.30     |
| 2181 |    Cannflavin C    |    P78536   |      4.30     |
| 2182 |     Hesperetin     |    P50148   |      4.30     |
| 2183 | Cannabistilbene I  |    B5A962   |      4.30     |
| 2184 | 6-prenylnaringenin |    G3K0T4   |      4.30     |
| 2185 |    Cannflavin C    |    P40189   |      4.30     |
| 2186 | Cannabistilbene I  |    Q9UP07   |      4.30     |
| 2187 |    Cannflavin C    |    Q8TCW2   |      4.30     |
| 2188 |    Cannflavin C    |    Q9Y3Z3   |      4.30     |
| 2189 |    Cannflavin C    |    B5A962   |      4.30     |
| 2190 |    Cannflavin C    |    Q9UP07   |      4.30     |
| 2191 | 6-prenylnaringenin |    Q03426   |      4.30     |
| 2192 | Cannabistilbene I  |    Q9NPA9   |      4.29     |
| 2193 |     Quercetin      |    G1UD80   |      4.29     |
| 2194 |     Hesperetin     |    Q29983   |      4.29     |
| 2195 |     Hesperetin     |    Q9NPA9   |      4.29     |
| 2196 | 6-prenylnaringenin |    Q32MQ0   |      4.29     |
| 2197 | Cannabistilbene I  |    Q8TCW2   |      4.29     |
| 2198 |     Hesperetin     |    B5A963   |      4.29     |
| 2199 |     Hesperetin     |    B5A958   |      4.29     |
| 2200 | 6-prenylnaringenin |    Q9UBC1   |      4.29     |
| 2201 | 6-prenylnaringenin |    P04083   |      4.29     |
| 2202 | Cannabistilbene I  |    Q8TDP1   |      4.29     |
| 2203 |     Hesperetin     |    P40189   |      4.29     |
| 2204 | Cannabistilbene I  |    Q99542   |      4.29     |
| 2205 | Cannabistilbene I  |    P08253   |      4.29     |
| 2206 |    Cannflavin C    |    Q29983   |      4.29     |
| 2207 | 6-prenylnaringenin |    O95865   |      4.29     |
| 2208 |    Cannflavin C    |    Q8TDP1   |      4.29     |
| 2209 | Cannabistilbene I  |    P78536   |      4.29     |
| 2210 | 6-prenylnaringenin |    B5A979   |      4.29     |
| 2211 |    Cannflavin C    |    P41240   |      4.29     |
| 2212 |      Luteolin      |    Q9NZ20   |      4.29     |
| 2213 |    Cannflavin C    |    Q99542   |      4.29     |
| 2214 |     Hesperetin     |    B5A962   |      4.28     |
| 2215 |     Hesperetin     |    Q9UP07   |      4.28     |
| 2216 |    Cannflavin C    |    B5A978   |      4.28     |
| 2217 | 6-prenylnaringenin |    E1CJT4   |      4.28     |
| 2218 | Cannabistilbene I  |    P09429   |      4.28     |
| 2219 |    Cannflavin C    |    Q9NPA9   |      4.28     |
| 2220 |     Hesperetin     |    Q8TCW2   |      4.28     |
| 2221 | Cannabistilbene I  |    B5A978   |      4.27     |
| 2222 | Cannabistilbene I  |    P02747   |      4.27     |
| 2223 |    Cannflavin C    |    P09429   |      4.27     |
| 2224 |     Hesperetin     |    Q99542   |      4.27     |
| 2225 |     Hesperetin     |    Q8TDP1   |      4.27     |
| 2226 | 6-prenylnaringenin |    O43734   |      4.27     |
| 2227 | 6-prenylnaringenin |    P29460   |      4.27     |
| 2228 |     Hesperetin     |    P78536   |      4.27     |
| 2229 | Cannabistilbene I  |    P41240   |      4.27     |
| 2230 |     Hesperetin     |    P09429   |      4.26     |
| 2231 |     Hesperetin     |    P02747   |      4.26     |
| 2232 |     Hesperetin     |    P08253   |      4.26     |
| 2233 |    Cannflavin A    |    Q9NZ20   |      4.26     |
| 2234 |    Cannflavin C    |    P02747   |      4.26     |
| 2235 |     Hesperetin     |    B5A978   |      4.26     |
| 2236 | 6-prenylnaringenin |    P01903   |      4.25     |
| 2237 | Cannabistilbene I  |    Q9NZH7   |      4.25     |
| 2238 |      Luteolin      |    G1UD80   |      4.25     |
| 2239 | 6-prenylnaringenin |    P17706   |      4.25     |
| 2240 | 6-prenylnaringenin |    G1UD79   |      4.25     |
| 2241 | Cannabistilbene I  |    Q8TD31   |      4.25     |
| 2242 |    Cannflavin C    |    Q9NZH7   |      4.25     |
| 2243 |     Hesperetin     |    P41240   |      4.25     |
| 2244 | Cannabistilbene I  |    Q9HAT2   |      4.24     |
| 2245 |     Canniprene     |    Q9NZ20   |      4.24     |
| 2246 |    Cannflavin C    |    Q8TD31   |      4.24     |
| 2247 | 6-prenylnaringenin |    B5A981   |      4.24     |
| 2248 |     Hesperetin     |    Q9NZH7   |      4.24     |
| 2249 |     Hesperetin     |    Q9HAT2   |      4.24     |
| 2250 |    Cannflavin A    |    G1UD80   |      4.23     |
| 2251 |     Hesperetin     |    Q8TD31   |      4.23     |
| 2252 | 6-prenylnaringenin |    P51580   |      4.23     |
| 2253 | 6-prenylnaringenin |    Q6Q5X5   |      4.23     |
| 2254 |    Cannflavin C    |    Q9HAT2   |      4.23     |
| 2255 |    Cannflavin B    |    Q9NZ20   |      4.23     |
| 2256 | Cannabistilbene I  |    B5A980   |      4.23     |
| 2257 | 6-prenylnaringenin |    P62140   |      4.22     |
| 2258 | Cannabistilbene I  |    B5A979   |      4.22     |
| 2259 |    Cannflavin C    |    B5A979   |      4.22     |
| 2260 |    Cannflavin C    |    B5A980   |      4.22     |
| 2261 | Cannabistilbene I  |    Q03426   |      4.22     |
| 2262 | Cannabistilbene I  |    Q32MQ0   |      4.22     |
| 2263 |     Canniprene     |    G1UD80   |      4.22     |
| 2264 | Cannabistilbene I  |    P04083   |      4.22     |
| 2265 | Cannabistilbene I  |    O43734   |      4.21     |
| 2266 |    Cannflavin C    |    Q03426   |      4.21     |
| 2267 |     Hesperetin     |    B5A980   |      4.21     |
| 2268 | Cannabistilbene I  |    Q9UM07   |      4.21     |
| 2269 |     Hesperetin     |    Q32MQ0   |      4.21     |
| 2270 |     Hesperetin     |    O43734   |      4.21     |
| 2271 |    Cannflavin C    |    P04083   |      4.21     |
| 2272 | Cannabistilbene I  |    Q9UBC1   |      4.21     |
| 2273 | Cannabistilbene I  |    O95865   |      4.21     |
| 2274 |     Hesperetin     |    B5A979   |      4.21     |
| 2275 |    Cannflavin C    |    P17706   |      4.21     |
| 2276 |     Hesperetin     |    Q03426   |      4.20     |
| 2277 |     Hesperetin     |    Q9UM07   |      4.20     |
| 2278 |    Cannflavin C    |    Q9UBC1   |      4.20     |
| 2279 |     Hesperetin     |    P04083   |      4.20     |
| 2280 |     Hesperetin     |    O95865   |      4.20     |
| 2281 | 6-prenylnaringenin |    P36873   |      4.20     |
| 2282 |     Quercetin      |    Q9BZS1   |      4.20     |
| 2283 |    Cannflavin B    |    G1UD80   |      4.20     |
| 2284 | 6-prenylnaringenin |    P62136   |      4.20     |
| 2285 |     Hesperetin     |    Q9UBC1   |      4.20     |
| 2286 |    Cannflavin C    |    Q9UM07   |      4.19     |
| 2287 | Cannabistilbene I  |    P29460   |      4.19     |
| 2288 | Cannabistilbene I  |    P17706   |      4.19     |
| 2289 |    Cannflavin C    |    Q32MQ0   |      4.19     |
| 2290 | Cannabistilbene I  |    E1CJT4   |      4.19     |
| 2291 |    Cannflavin C    |    O95865   |      4.19     |
| 2292 |     Hesperetin     |    G1UD79   |      4.19     |
| 2293 | Cannabistilbene I  |    G1UD79   |      4.19     |
| 2294 | Cannabistilbene I  |  A0A1Q2XD95 |      4.19     |
| 2295 |    Cannflavin C    |    O43734   |      4.19     |
| 2296 |    Cannflavin C    |    P29460   |      4.19     |
| 2297 | Cannabistilbene I  |  A0A1Q2XDC9 |      4.18     |
| 2298 | Cannabistilbene I  |    Q9Y2R2   |      4.18     |
| 2299 |     Hesperetin     |    E1CJT4   |      4.18     |
| 2300 |     Hesperetin     |  A0A1Q2XD95 |      4.18     |
| 2301 |     Hesperetin     |    P29460   |      4.18     |
| 2302 | Cannabistilbene I  |    G3K0T4   |      4.18     |
| 2303 |    Cannflavin C    |    E1CJT4   |      4.18     |
| 2304 |     Hesperetin     |  A0A1Q2XDC9 |      4.17     |
| 2305 |     Hesperetin     |    P17706   |      4.17     |
| 2306 |     Hesperetin     |    Q9Y2R2   |      4.17     |
| 2307 |     Hesperetin     |    G3K0T4   |      4.17     |
| 2308 |    Cannflavin C    |  A0A1Q2XD95 |      4.17     |
| 2309 |    Cannflavin C    |  A0A1Q2XDC9 |      4.17     |
| 2310 | Cannabistilbene I  |    B5A981   |      4.16     |
| 2311 |    Cannflavin C    |    Q9Y2R2   |      4.16     |
| 2312 |    Cannflavin C    |    G1UD79   |      4.16     |
| 2313 |    Cannflavin C    |    G3K0T4   |      4.16     |
| 2314 |    Cannflavin C    |    B5A981   |      4.16     |
| 2315 | Cannabistilbene I  |    P51580   |      4.16     |
| 2316 |      Luteolin      |    Q9BZS1   |      4.16     |
| 2317 |    Cannflavin C    |    P51580   |      4.15     |
| 2318 |     Hesperetin     |    B5A981   |      4.15     |
| 2319 | Cannabistilbene I  |    P01903   |      4.15     |
| 2320 |     Hesperetin     |    P51580   |      4.14     |
| 2321 |     Hesperetin     |    P01903   |      4.14     |
| 2322 |    Cannflavin C    |    P01903   |      4.13     |
| 2323 |    Cannflavin A    |    Q9BZS1   |      4.13     |
| 2324 | Cannabistilbene I  |    Q6Q5X5   |      4.12     |
| 2325 |     Canniprene     |    Q9BZS1   |      4.11     |
| 2326 | Cannabistilbene I  |    P62140   |      4.11     |
| 2327 |     Hesperetin     |    Q6Q5X5   |      4.11     |
| 2328 |     Hesperetin     |    P62140   |      4.10     |
| 2329 |    Cannflavin C    |    Q6Q5X5   |      4.10     |
| 2330 |    Cannflavin C    |    P62140   |      4.10     |
| 2331 | 6-prenylnaringenin |    Q9NZ20   |      4.10     |
| 2332 | Cannabistilbene I  |    P36873   |      4.10     |
| 2333 |    Cannflavin C    |    P36873   |      4.09     |
| 2334 |    Cannflavin B    |    Q9BZS1   |      4.09     |
| 2335 | Cannabistilbene I  |    P62136   |      4.08     |
| 2336 |     Hesperetin     |    P36873   |      4.08     |
| 2337 | 6-prenylnaringenin |    G1UD80   |      4.08     |
